Handle,Title,Body (HTML),Vendor,Type,Tags,SEO Title,SEO Description
mens-wedding-band-11,"Custom Name Wedding Band in 14K Gold, Serif Capitals","<p>The Custom Name Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. Raised serif capitals carry a single name around the full circumference of the band. Cut deep into the metal, with a polished ground behind the letters so the name reads clearly from across a room.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Custom Name</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved relief lettering</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"custom name wedding band,personalized wedding band,mens wedding band,name ring,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Custom Name Wedding Band | Serif Capitals in 14K Gold,"Personalized name wedding band in 14K or 18K gold, carved in serif capitals. Made to order in yellow, white, or rose gold."
mens-wedding-band-13,Celtic Heart Knot Wedding Band in 14K Gold,"<p>The Celtic Heart Knot Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. Looping heart knots are carved end to end around this band, each one flowing into the next without a break. A traditional Celtic motif for a bond that has no start and no finish.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Celtic Heart Knot</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved knotwork, polished edges</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"celtic wedding band,celtic heart knot,mens wedding band,irish wedding band,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Celtic Heart Knot Wedding Band | 14K & 18K Gold,"Carved Celtic heart knot wedding band in 14K or 18K gold. 5mm, made to order in yellow, white, or rose gold."
mens-wedding-band-14,Celtic Infinity Knot Wedding Band in 14K Gold,"<p>The Celtic Infinity Knot Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. A continuous infinity knot is carved into a recessed center channel, the strands weaving under and over each other around the whole band. Polished rails on either side keep the edge crisp.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Celtic Infinity Knot</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved knotwork in recessed channel</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"celtic wedding band,infinity knot ring,mens wedding band,irish wedding band,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Celtic Infinity Knot Wedding Band | 14K & 18K Gold,"Carved Celtic infinity knot wedding band in 14K or 18K gold. Made to order in yellow, white, or rose gold."
custom-name-mens-wedding-band-3,"Custom Name Wedding Band in 14K Gold, Wide Profile","<p>The Custom Name Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. A wider band built to carry a longer name. The letters are carved in raised serif capitals with generous spacing, so even a full name stays legible rather than crowded.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Custom Name</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved relief lettering, wide profile</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"custom name wedding band,personalized wedding band,wide wedding band,mens wedding band,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Custom Name Wedding Band | Wide 14K & 18K Gold,"Wide personalized name wedding band in 14K or 18K gold. Carved to order in yellow, white, or rose gold."
mens-wedding-band-15,Carved Chain Link Wedding Band in 14K Gold,"<p>The Carved Chain Link Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. Interlocking oval links are carved around the center of this band, forming a continuous chain that reads clearly at arm's length. Polished edges frame the pattern on both sides.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Carved Chain Link</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved links, polished edges</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"mens wedding band,chain link ring,carved wedding band,link wedding band,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Carved Chain Link Wedding Band | 14K & 18K Gold,"Chain link wedding band carved in 14K or 18K gold. 5mm, made to order in yellow, white, or rose gold."
mens-wedding-band-16,Carved Cross Wedding Band in 14K Gold,"<p>The Carved Cross Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. A repeating cross motif is carved in relief around this band, spaced evenly so the pattern reads as a rhythm rather than a single statement. Polished rails on either edge.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Carved Cross</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved relief motif</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"cross wedding band,christian wedding band,mens wedding band,carved wedding band,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Carved Cross Wedding Band for Men | 14K & 18K Gold,"Christian cross wedding band carved in 14K or 18K gold. 5mm, made to order in yellow, white, or rose gold."
mens-wedding-band-17,Celtic Spiral Wedding Band in 14K Gold,"<p>The Celtic Spiral Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. The triple spiral is one of the oldest motifs in Celtic art. Here it repeats around the band in deep relief, each coil turning into the next so the eye keeps traveling.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Celtic Spiral</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved spiral relief</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"celtic wedding band,celtic spiral ring,mens wedding band,irish wedding band,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Celtic Spiral Wedding Band for Men | 14K & 18K Gold,"Carved Celtic spiral wedding band in 14K or 18K gold. 5mm, made to order in yellow, white, or rose gold."
mens-wedding-band-18,Carved Crossed Arrow Wedding Band in 14K Gold,"<p>The Carved Crossed Arrow Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. Crossed arrow forms are carved in a repeating sequence around the band, a motif long associated with alliance and friendship. Cut deep and framed by polished edges.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Carved Arrow</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved relief motif</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"mens wedding band,arrow ring,carved wedding band,tribal wedding band,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Carved Arrow Wedding Band for Men | 14K & 18K Gold,"Crossed arrow wedding band carved in 14K or 18K gold. Made to order in yellow, white, or rose gold."
mens-wedding-band-19,Carved Wave Wedding Band in 14K Gold,"<p>The Carved Wave Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. Three carved bands of undulating line run parallel around the ring, giving the surface a soft rolling movement. Quieter than the knotwork styles but still clearly hand-worked.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Carved Wave</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved relief lines</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"mens wedding band,wave wedding band,carved wedding band,ocean ring,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Carved Wave Wedding Band for Men | 14K & 18K Gold,"Carved wave wedding band in 14K or 18K gold. 5mm, made to order in yellow, white, or rose gold."
mens-wedding-band-20,Carved Infinity Ribbon Wedding Band in 14K Gold,"<p>The Carved Infinity Ribbon Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. Two carved ribbons cross and recross around the circumference, forming an unbroken series of infinity loops. The recessed channel protects the carving while polished rails hold the shape.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Infinity Ribbon</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Carved ribbon in recessed channel</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"infinity wedding band,mens wedding band,carved wedding band,ribbon ring,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Infinity Ribbon Wedding Band for Men | 14K & 18K Gold,"Carved infinity ribbon wedding band in 14K or 18K gold. Made to order in yellow, white, or rose gold."
mens-wedding-band-21,Carved Serpentine Wedding Band in 14K Gold,"<p>The Carved Serpentine Wedding Band is a 5mm men's wedding band in 14K or 18K yellow, white, or rose gold, from $1,500. A serpentine scroll winds continuously around the band in bold relief, deep enough to cast shadow across the satin ground behind it. One of the higher-contrast patterns in the collection.</p><h3>Specifications</h3><table><tr><td style=""padding:6px 16px 6px 0""><strong>Band Width</strong></td><td style=""padding:6px 0"">5mm (custom widths by request)</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Pattern</strong></td><td style=""padding:6px 0"">Carved Serpentine</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Finish</strong></td><td style=""padding:6px 0"">Deep carved relief</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Metal Type</strong></td><td style=""padding:6px 0"">14K or 18K yellow, white, or rose gold</td></tr><tr><td style=""padding:6px 16px 6px 0""><strong>Ring Sizes</strong></td><td style=""padding:6px 0"">8.5 to 13</td></tr></table><h3>Choose your metal color</h3><p>Made to order in <strong>14K or 18K yellow, white, or rose gold</strong>. The photograph shows one metal color; every style is cut in all of them. Choose your color at checkout, or message us and we will send a rendering in your color before we cut.</p><h3>14K or 18K: which should you choose?</h3><p>14K gold is 58.3% pure and alloyed with harder metals, which makes it more scratch resistant and the better choice for anyone who works with their hands. 18K is 75% pure, noticeably warmer and deeper in color, and heavier on the finger. It is softer, so it marks more readily over time. On a carved band the extra depth of color in 18K makes the pattern read with more contrast. Both are made to the same tolerances here; the difference is character and durability, not quality.</p>",Laura Milman New York,Rings,"mens wedding band,carved wedding band,scroll ring,serpentine band,14k gold band,Yellow Gold,Rose Gold,Mens Wedding Bands",Carved Serpentine Wedding Band | 14K & 18K Gold,"Serpentine scroll wedding band carved in 14K or 18K gold. 5mm, made to order in yellow, white, or rose gold."
